Country Name,Country Code,Region,IncomeGroup,Year,Undernourishment %,CO2 (tons),Health Expenditure %,Education Expenditure %,Unemployment %,Injuries,Communicable,NonCommunicable,daly,Life Expectancy
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2016,2,10,16,5,4,466,631,3169,4266,75
Tanzania,TZA,Sub-Saharan Africa,Lower middle income,2016,23,11200,4,4,2,1460702,14726559,8051900,24239161,64
Uganda,UGA,Sub-Saharan Africa,Low income,2016,2,4950,5,2,2,1123403,12398329,5116219,18637951,62
Ukraine,UKR,Europe & Central Asia,Lower middle income,2016,2,201660,8,5,9,2833919,1390069,17760343,21984331,71
Uruguay,URY,Latin America & Caribbean,High income,2016,2,6520,9,4,8,135291,76601,834572,1046464,77
United States,USA,North America,High income,2016,2,4894500,17,5,5,10076309,4954745,90538406,105569460,79
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2016,2,105230,5,5,5,1096097,2117924,6726520,9940541,71
Vietnam,VNM,East Asia & Pacific,Lower middle income,2016,8,223720,5,4,2,3144551,3638231,18243140,25025922,75
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2016,11,180,3,5,2,12069,26150,64586,102805,70
Samoa,WSM,East Asia & Pacific,Lower middle income,2016,5,300,5,4,8,6539,8839,41984,57362,73
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2016,5,425140,9,5,27,2942311,15022794,10168732,28133837,63
Zambia,ZMB,Sub-Saharan Africa,Low income,2016,2,5320,4,4,11,493152,5256717,2435960,8185829,62
Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,2016,2,11020,8,5,5,576935,4705251,2231062,7513248,60
Afghanistan,AFG,South Asia,Low income,2017,23,4780,13,3,11,3469081,6301362,7307945,17078388,64
Angola,AGO,Sub-Saharan Africa,Lower middle income,2017,15,24250,3,2,7,1155448,7697609,3949010,12802067,60
Albania,ALB,Europe & Central Asia,Upper middle income,2017,5,5140,5,4,14,81734,54297,619849,755880,78
Andorra,AND,Europe & Central Asia,High income,2017,2,470,7,3,4,2030,769,17981,20780,75
United Arab Emirates,ARE,Middle East & North Africa,High income,2017,6,197040,4,5,2,382300,120496,1502019,2004815,78
Argentina,ARG,Latin America & Caribbean,Upper middle income,2017,3,179320,10,5,8,1453283,1467505,9489390,12410178,76
Armenia,ARM,Europe & Central Asia,Upper middle income,2017,3,5370,10,3,18,78192,71411,775713,925316,75
American Samoa,ASM,East Asia & Pacific,Upper middle income,2017,2,10,5,5,4,1501,1910,12856,16267,75
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2017,2,500,5,2,4,2201,2449,19017,23667,77
Australia,AUS,East Asia & Pacific,High income,2017,2,389160,9,5,6,729733,214605,5081739,6026077,82
Austria,AUT,Europe & Central Asia,High income,2017,2,65860,10,5,6,222680,75555,2206395,2504630,82
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2017,2,31960,4,2,5,243625,534197,2374777,3152599,73
Burundi,BDI,Sub-Saharan Africa,Low income,2017,2,530,8,5,2,483363,3652454,1538396,5674213,61
Belgium,BEL,Europe & Central Asia,High income,2017,2,92720,11,6,7,373427,166024,2814461,3353912,81
Benin,BEN,Sub-Saharan Africa,Lower middle income,2017,8,6870,3,4,2,415779,4364457,1868699,6648935,61
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2017,12,4270,6,6,5,958168,9229333,4017993,14205494,61
Bangladesh,BGD,South Asia,Lower middle income,2017,12,79340,2,5,4,3272909,12901413,26986385,43160707,72
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2017,3,43880,8,4,6,257837,117513,2880930,3256280,75
Bahrain,BHR,Middle East & North Africa,High income,2017,2,30520,5,2,1,29804,18594,222733,271131,77
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2017,2,22680,9,5,21,111427,47345,994525,1153297,77
Belarus,BLR,Europe & Central Asia,Upper middle income,2017,2,56010,6,5,6,472077,152786,3120829,3745692,74
Belize,BLZ,Latin America & Caribbean,Upper middle income,2017,7,640,6,7,7,18993,19676,62813,101482,74
Bermuda,BMU,North America,High income,2017,2,10,5,1,4,1238,1165,15591,17994,81
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2017,12,22750,6,9,4,385733,1085318,2165543,3636594,71
Brazil,BRA,Latin America & Caribbean,Upper middle income,2017,2,456490,9,6,13,9953972,9524934,45356076,64834982,75
Barbados,BRB,Latin America & Caribbean,High income,2017,4,1180,7,4,9,7015,9411,78356,94782,79
Bhutan,BTN,South Asia,Lower middle income,2017,2,970,3,7,2,20321,68198,130476,218995,71
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2017,21,7330,6,7,22,117981,589851,412633,1120465,69
Central African Republic,CAF,Sub-Saharan Africa,Low income,2017,46,220,7,2,6,518598,3141782,970330,4630710,52
Canada,CAN,North America,High income,2017,2,568080,11,5,6,916116,423971,8248757,9588844,82
Switzerland,CHE,Europe & Central Asia,High income,2017,2,38700,11,5,5,218317,82960,1918976,2220253,84
Chile,CHL,Latin America & Caribbean,High income,2017,3,87070,9,5,7,514382,289767,3574169,4378318,80
China,CHN,East Asia & Pacific,Upper middle income,2017,2,10096010,5,4,4,35833685,23696346,314747193,374277224,76
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2017,6,10560,3,4,3,767829,8650820,3612444,13031093,57
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2017,7,9170,3,3,4,967930,8910578,4098811,13977319,59
Colombia,COL,Latin America & Caribbean,Upper middle income,2017,6,74990,8,5,9,2094581,1381620,7876595,11352796,77
Comoros,COM,Sub-Saharan Africa,Lower middle income,2017,2,280,5,5,8,23535,120860,117780,262175,64
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2017,3,8260,7,7,8,152956,88243,826233,1067432,80
Cuba,CUB,Latin America & Caribbean,Upper middle income,2017,2,26240,12,5,2,335705,257306,2880050,3473061,79
Cyprus,CYP,Europe & Central Asia,High income,2017,2,7360,7,6,11,27693,11426,262090,301209,81
Germany,DEU,Europe & Central Asia,High income,2017,2,732200,11,5,4,1967044,962703,23932074,26861821,81
Djibouti,DJI,Middle East & North Africa,Lower middle income,2017,14,420,2,4,26,34283,261282,170429,465994,66
Dominica,DMA,Latin America & Caribbean,Upper middle income,2017,6,170,5,5,4,3733,3156,19308,26197,75
Denmark,DNK,Europe & Central Asia,High income,2017,2,33130,10,8,6,117724,71965,1469118,1658807,81
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2017,6,23550,6,4,6,464649,761055,2102181,3327885,74
Algeria,DZA,Middle East & North Africa,Lower middle income,2017,3,158340,6,7,10,1172715,1638781,7133155,9944651,76
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2017,11,38550,7,5,4,675633,703318,2884442,4263393,77
Eritrea,ERI,Sub-Saharan Africa,Low income,2017,2,720,4,5,6,270433,1499613,946178,2716224,66
Spain,ESP,Europe & Central Asia,High income,2017,2,263450,9,4,17,892822,498868,11075082,12466772,83
Estonia,EST,Europe & Central Asia,High income,2017,2,16710,7,5,6,45157,18160,392883,456200,78
Ethiopia,ETH,Sub-Saharan Africa,Low income,2017,16,15820,3,6,2,2836331,23661557,12572982,39070870,66
Finland,FIN,Europe & Central Asia,High income,2017,2,43020,9,6,9,177509,37108,1428931,1643548,82
Fiji,FJI,East Asia & Pacific,Upper middle income,2017,6,1650,3,5,4,25333,52109,247918,325360,67
France,FRA,Europe & Central Asia,High income,2017,2,317830,11,5,9,1889771,756973,15034474,17681218,83
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2017,16,5330,3,3,21,56810,279517,291836,628163,66
United Kingdom,GBR,Europe & Central Asia,High income,2017,2,367000,10,5,4,1270756,1003700,16863088,19137544,81
Georgia,GEO,Europe & Central Asia,Upper middle income,2017,8,9730,7,4,14,139650,100745,1240195,1480590,73
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2017,7,17010,3,4,4,892797,6911806,4884651,12689254,63
Guinea,GIN,Sub-Saharan Africa,Low income,2017,2,3340,4,2,5,483212,5092018,2138147,7713377,61
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2017,2,310,7,2,6,82186,582637,318193,983016,58
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2017,2,5800,3,5,9,32344,299885,157245,489474,58
Greece,GRC,Europe & Central Asia,High income,2017,2,66800,8,3,21,230296,135186,2948436,3313918,81
Grenada,GRD,Latin America & Caribbean,Upper middle income,2017,2,290,5,3,4,3095,3822,25358,32275,72
Greenland,GRL,Europe & Central Asia,High income,2017,2,10,5,11,4,3530,1227,15277,20034,72
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2017,16,16570,6,3,2,901545,1158219,2873046,4932810,74
Guam,GUM,East Asia & Pacific,High income,2017,2,10,5,5,5,4484,6167,36460,47111,80
Guyana,GUY,Latin America & Caribbean,Upper middle income,2017,6,2470,4,5,14,49500,62927,195118,307545,70
Honduras,HND,Latin America & Caribbean,Lower middle income,2017,13,9260,7,5,6,380152,440876,1640632,2461660,75
Croatia,HRV,Europe & Central Asia,High income,2017,2,17410,7,4,11,155164,43906,1267865,1466935,78
Haiti,HTI,Latin America & Caribbean,Lower middle income,2017,45,3330,5,2,14,809789,2308417,2771484,5889690,63
Hungary,HUN,Europe & Central Asia,High income,2017,2,46440,7,5,4,346096,116478,3256000,3718574,76
Indonesia,IDN,East Asia & Pacific,Lower middle income,2017,6,517320,3,3,4,5332255,17417907,54343420,77093582,71
India,IND,South Asia,Lower middle income,2017,13,2320410,3,4,5,50513560,151917799,259790683,462222042,69
Ireland,IRL,Europe & Central Asia,High income,2017,2,37780,7,4,7,88857,47891,1015679,1152427,82
Iraq,IRQ,Middle East & North Africa,Upper middle income,2017,19,155080,4,5,13,3770395,1629955,6395232,11795582,70
Iceland,ISL,Europe & Central Asia,High income,2017,2,1670,8,8,3,6705,3290,64831,74826,83
Israel,ISR,Middle East & North Africa,High income,2017,2,65610,7,6,4,154912,104187,1494139,1753238,83
Italy,ITA,Europe & Central Asia,High income,2017,2,329190,9,4,11,1112726,553655,16040524,17706905,83
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2017,9,7220,6,5,12,60106,108412,577270,745788,74
Jordan,JOR,Middle East & North Africa,Upper middle income,2017,9,26150,8,3,18,197924,317370,1434947,1950241,74
Japan,JPN,East Asia & Pacific,High income,2017,2,1155230,11,3,3,3276202,1954915,30943062,36174179,84
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2017,2,214580,3,3,5,827948,588490,4268960,5685398,73
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2017,25,18980,4,5,4,1193374,10403165,6175312,17771851,66
Cambodia,KHM,East Asia & Pacific,Lower middle income,2017,8,12690,6,3,0,523685,1720499,3103201,5347385,69
Kiribati,KIR,East Asia & Pacific,Lower middle income,2017,3,90,11,11,4,4733,16589,35199,56521,68
Kuwait,KWT,Middle East & North Africa,High income,2017,2,90730,5,6,2,75911,68669,547845,692425,75
Lebanon,LBN,Middle East & North Africa,Lower middle income,2017,7,29320,8,2,10,130555,126820,1099126,1356501,79
Liberia,LBR,Sub-Saharan Africa,Low income,2017,37,1280,9,3,3,107956,1306119,632672,2046747,63
Libya,LBY,Middle East & North Africa,Upper middle income,2017,2,55160,5,5,19,345469,143368,1191292,1680129,73
Sri Lanka,LKA,South Asia,Lower middle income,2017,4,23360,4,5,4,730252,597450,4291841,5619543,77
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2017,30,700,10,8,23,168814,1074970,445955,1689739,53
Lithuania,LTU,Europe & Central Asia,High income,2017,2,11220,6,4,7,140516,46017,927239,1113772,75
Luxembourg,LUX,Europe & Central Asia,High income,2017,2,9000,5,3,6,13925,5851,124728,144504,82
Latvia,LVA,Europe & Central Asia,High income,2017,2,7120,6,4,9,85210,34851,655828,775889,75
Morocco,MAR,Middle East & North Africa,Lower middle income,2017,4,63520,5,5,9,1109675,1606372,7366849,10082896,76
Monaco,MCO,Europe & Central Asia,High income,2017,2,10,2,1,4,984,517,12156,13657,75
Moldova,MDA,Europe & Central Asia,Upper middle income,2017,2,8060,7,6,4,149506,106427,1139639,1395572,72
Madagascar,MDG,Sub-Saharan Africa,Low income,2017,42,3470,5,3,2,590791,6324134,3854014,10768939,66
Maldives,MDV,South Asia,Upper middle income,2017,2,1860,9,4,6,7735,16926,61324,85985,78
Mexico,MEX,Latin America & Caribbean,Upper middle income,2017,6,471580,5,5,3,5074971,3794766,24415570,33285307,75
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2017,2,180,16,15,4,2570,4085,14354,21009,75
North Macedonia,MKD,Europe & Central Asia,Upper middle income,2017,3,7790,7,5,22,59842,36031,645740,741613,76
Mali,MLI,Sub-Saharan Africa,Low income,2017,3,5180,4,4,7,861304,10455714,3330760,14647778,58
Malta,MLT,Middle East & North Africa,High income,2017,2,1520,9,5,4,9155,5663,105545,120363,82
Myanmar,MMR,East Asia & Pacific,Lower middle income,2017,3,32500,5,2,2,2327897,5517990,12423590,20269477,67
Montenegro,MNE,Europe & Central Asia,Upper middle income,2017,2,2270,8,5,16,21454,7595,181787,210836,76
Mongolia,MNG,East Asia & Pacific,Lower middle income,2017,6,19580,4,4,6,173870,174769,788019,1136658,70
Northern Mariana Islands,MNP,East Asia & Pacific,High income,2017,2,10,5,5,4,1506,1244,12225,14975,75
Mozambique,MOZ,Sub-Saharan Africa,Low income,2017,31,7210,8,6,3,945027,12304176,4155584,17404787,59
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2017,8,3490,3,5,10,105847,654014,500493,1260354,64
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2017,6,4170,6,5,7,30744,38401,343050,412195,75
Malawi,MWI,Sub-Saharan Africa,Low income,2017,17,1190,11,4,6,406598,4948218,2389663,7744479,63
Malaysia,MYS,East Asia & Pacific,Upper middle income,2017,3,227620,4,5,3,801143,1233788,5354202,7389133,76
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2017,20,4270,9,10,22,101160,537805,368492,1007457,63
Niger,NER,Sub-Saharan Africa,Low income,2017,2,1910,6,3,1,815500,11334045,3166463,15316008,62
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2017,10,108500,4,5,8,5448417,83459501,30200836,119108754,54
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2017,17,5480,8,4,3,167770,226754,1034566,1429090,74
Netherlands,NLD,Europe & Central Asia,High income,2017,2,155760,10,5,5,349344,189439,4134125,4672908,82
Norway,NOR,Europe & Central Asia,High income,2017,2,37720,10,8,4,122981,58363,1138353,1319697,83
Nepal,NPL,South Asia,Lower middle income,2017,4,12480,5,5,3,885690,2954274,5479328,9319292,70
Nauru,NRU,East Asia & Pacific,High income,2017,2,70,12,7,4,591,838,2482,3911,75
New Zealand,NZL,East Asia & Pacific,High income,2017,2,32930,9,6,5,154255,44607,968990,1167852,82
Oman,OMN,Middle East & North Africa,High income,2017,8,71930,4,6,3,174105,111292,585001,870398,77
Pakistan,PAK,South Asia,Lower middle income,2017,12,198830,3,3,4,5945205,50472801,39693840,96111846,67
Panama,PAN,Latin America & Caribbean,High income,2017,7,10130,7,3,4,117256,157791,658894,933941,78
Peru,PER,Latin America & Caribbean,Upper middle income,2017,8,54270,5,4,4,851387,1649708,4902132,7403227,76
Philippines,PHL,East Asia & Pacific,Lower middle income,2017,8,133500,4,4,3,3221255,8991089,20421407,32633751,71
Palau,PLW,East Asia & Pacific,Upper middle income,2017,2,260,12,7,4,1009,1032,6131,8172,75
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2017,23,7610,2,2,3,399664,1892832,1893153,4185649,64
Poland,POL,Europe & Central Asia,High income,2017,2,312860,7,5,5,1445094,538486,10494720,12478300,78
Puerto Rico,PRI,Latin America & Caribbean,High income,2017,2,10,5,5,11,209468,80328,880030,1169826,80
Portugal,PRT,Europe & Central Asia,High income,2017,2,53330,9,5,9,219571,192039,2879526,3291136,81
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2017,8,8060,7,3,5,228168,263074,1164672,1655914,74
Qatar,QAT,Middle East & North Africa,High income,2017,2,87540,3,3,0,81396,30268,301038,412702,80
Romania,ROU,Europe & Central Asia,High income,2017,2,74210,5,3,5,702107,418366,6350644,7471117,75
Rwanda,RWA,Sub-Saharan Africa,Low income,2017,35,1190,6,3,1,419209,2209880,1722619,4351708,68
Saudi Arabia,SAU,Middle East & North Africa,High income,2017,4,545070,6,8,6,2000057,643664,5217010,7860731,75
Sudan,SDN,Sub-Saharan Africa,Low income,2017,12,20960,6,5,18,1305715,5003910,6834393,13144018,65
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2017,8,9800,4,5,4,344250,3144770,2177014,5666034,67
Singapore,SGP,East Asia & Pacific,High income,2017,2,49140,4,3,4,90858,81017,826455,998330,83
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2017,18,350,4,12,1,38268,87626,177284,303178,73
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2017,27,940,9,5,5,370362,3212165,1345818,4928345,54
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2017,9,6380,7,4,4,360506,224784,1166204,1751494,73
San Marino,SMR,Europe & Central Asia,High income,2017,2,10,7,3,4,744,353,7859,8956,75
Somalia,SOM,Sub-Saharan Africa,Low income,2017,59,660,5,5,19,1201178,9023241,2831333,13055752,57
Serbia,SRB,Europe & Central Asia,Upper middle income,2017,4,47340,8,4,13,273324,118619,2862947,3254890,76
South Sudan,SSD,Sub-Saharan Africa,Low income,2017,2,1520,8,5,12,445341,3765945,1255614,5466900,57
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2017,12,140,6,5,14,4244,17406,32227,53877,70
Suriname,SUR,Latin America & Caribbean,Upper middle income,2017,8,2500,6,5,8,24128,35740,132616,192484,71
Slovenia,SVN,Europe & Central Asia,High income,2017,2,14120,8,5,7,86588,21436,508791,616815,81
Sweden,SWE,Europe & Central Asia,High income,2017,2,38290,11,8,7,240969,103165,2355683,2699817,82
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2017,12,890,7,6,23,68255,392043,201967,662265,58
Seychelles,SYC,Sub-Saharan Africa,High income,2017,2,580,5,4,4,2991,4585,23343,30919,74
Chad,TCD,Sub-Saharan Africa,Low income,2017,29,2150,5,2,1,583681,8435896,2323389,11342966,54
Togo,TGO,Sub-Saharan Africa,Low income,2017,21,2070,6,4,4,247348,2173031,1146841,3567220,60
Thailand,THA,East Asia & Pacific,Upper middle income,2017,8,258820,4,3,1,2588423,2735363,14760223,20084009,77
Tajikistan,TJK,Europe & Central Asia,Lower middle income,2017,2,7370,7,6,7,243364,748345,1683184,2674893,71
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2017,4,73120,7,5,4,131526,312155,1137604,1581285,68
Tonga,TON,East Asia & Pacific,Upper middle income,2017,2,180,5,5,3,2123,5254,20077,27454,71
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2017,7,18250,7,4,3,51685,47041,352172,450898,73
Tunisia,TUN,Middle East & North Africa,Lower middle income,2017,2,29960,7,5,15,297046,261565,2261628,2820239,76
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2017,2,10,17,5,4,470,623,3205,4298,75
Tanzania,TZA,Sub-Saharan Africa,Lower middle income,2017,23,11830,4,4,2,1483112,14333068,8207830,24024010,64
Uganda,UGA,Sub-Saharan Africa,Low income,2017,2,5170,4,2,2,1083544,11590016,5091862,17765422,63
Ukraine,UKR,Europe & Central Asia,Lower middle income,2017,2,174940,7,5,10,2821132,1351308,17577102,21749542,72
Uruguay,URY,Latin America & Caribbean,High income,2017,2,6100,9,4,8,133497,75921,842493,1051911,78
United States,USA,North America,High income,2017,2,4819370,17,5,4,10037853,4922673,91918644,106879170,79
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2017,2,109530,5,5,6,1089077,2041645,6832682,9963404,71
Vietnam,VNM,East Asia & Pacific,Lower middle income,2017,7,230450,5,4,2,3145772,3504321,18633103,25283196,75
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2017,12,170,3,5,2,12256,26047,66131,104434,70
Samoa,WSM,East Asia & Pacific,Lower middle income,2017,5,310,6,4,9,6622,8848,42610,58080,73
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2017,6,435650,9,6,27,2977216,14686446,10241059,27904721,64
